"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
50,"Robert Gitelman","Children Of The Sun (Original Mix)","ID&T","January 06, 2005",182
51,"Robert Nickson","Spiral (Original Mix)","ASOT","January 06, 2005",182
52,"Delerium feat. Sarah McLachlan","Silence (Above & Beyond’s 21 Century Remix)","Nettwerk","January 06, 2005",182
53,"Adam White","Ballerina (Vocal Mix)","Darey Products LTD","January 06, 2005",182
54,"Bossanova","Stonecold (Afterburn Remix)","Tatsumaki","January 06, 2005",182
55,"Nickelson","Yin (Solid Globe Remix)","Fundamental Recordings","January 06, 2005",182
56,"24","The Longest Day Of My Life (Armin van Buuren Remix)","Nebula","January 06, 2005",182
57,"Mojado feat. Mr. Sam","Naranja (Dimitri Andreas Vision)","Magik Muzik","January 06, 2005",182
58,"John O’Callaghan pres. Mannix","Mercury (Original Mix)","ASOT","January 06, 2005",182
59,"Carl B.","All Day (Original Mix)","Somatic Sense","January 06, 2005",182
60,"Young Parisians feat. Ben Lost","Jump The Next Train (Kyau vs. Albert Remix)","Euphonic","January 06, 2005",182
61,"DJ Ton TB","Dream Machine (Original Mix)","Blackhole Recordings","January 06, 2005",182
62,"Mirco de Govia","Voller Sterne (Super 8 Remix)","Euphonic","January 06, 2005",182
63,"Tranquility Base","Surrender (Original Mix)","Anjunabeats","January 06, 2005",182
64,"Adam White & Andy Moor pres. Whiteroom","The Whiteroom (Original Mix)","Liquid Asset","January 06, 2005",182
65,"Above & Beyond","No One On Earth (Gabriel & Dresden’s Vocal Mix)","Anjunabeats","January 06, 2005",182
66,"Armin van Buuren","Communication Part 3 (Original Mix)","Armada Music","January 06, 2005",182
67,"Marcos","Cosmic Strings (Original Mix)","Vandit Records","January 06, 2005",182
68,"Active Sight","The Search For Freedom (Original Mix)","Captivating Sounds","January 06, 2005",182
69,"Armin van Buuren vs. M.I.K.E.","Pound (Original Mix)","Armind","January 06, 2005",182
70,"Dogzilla","Your Eyes (Original Mix)","Maelstrom Records","January 06, 2005",182
71,"Marco V.","Automanual (Original Mix)","ID&T","January 06, 2005",182
72,"F. Massif","Somebody (Ferry Corsten Remix)","Purple Eye Entertainment","January 06, 2005",182
73,"Sander van Doorn","Punk’d (Sander van Doorn Remix)","Oxygen Records NL","January 06, 2005",182
74,"The Thrillseekers","Synaesthesia (Ferry Corsten Remix)","ADJusted Music","January 06, 2005",182
75,"Reflekt feat. Delline Bass","Need To Be Loved (The Thrillseekers Remix)","Positiva","January 06, 2005",182
76,"Randy Katana","In Silence (Txitxarro Remix)","Reset Records NL","January 06, 2005",182
77,"Signum","The Timelord (Original Mix)","ASOT","January 06, 2005",182
78,"8 Wonders","The Morning After (The Thrillseekers Remix)","Somatic Sense","January 06, 2005",182
79,"DJ Tiesto","Adagio For Strings (Original Mix)","Nebula","January 06, 2005",182
80,"Armin van Buuren vs. M.I.K.E.","Intruder (Original Mix)","Armind","January 06, 2005",182
1,"Andy Moor","Halcyon (Original Mix)","Armind","February 10, 2005",183
2,"Perasma","Swing 2 Harmony (Gabriel & Dresden’s Vocal Mix)","Data Records","February 10, 2005",183
3,"Sultan","Shivers (Mannels Mix)","Yo!","February 10, 2005",183
4,"D","Formation","n/a","February 10, 2005",183
5,"Iio","Runaway (Ford Remix)","Made Records US","February 10, 2005",183
6,"Mike Foyle pres. Statica","Space Guitar (Original Mix)","Electronic Elements","February 10, 2005",183
7,"Sin Plombo","African Stomper (Original Mix)","Stereo Productions","February 10, 2005",183
8,"Firewall","Sincere (Smith & Pledger Remix)","Lange Recordings","February 10, 2005",183
9,"Tune Of The Week: DJ Vestiga vs. Jomar","Nightoperator (Club Mix)","Metamorph Entertainment","February 10, 2005",183
10,"Oliver Prime","Mindgames (DJ Danjo & Rob Styles Mix)","Spinnin' Records","February 10, 2005",183
11,"Fred Baker vs. Nyram","Confirmation (Original Mix)","In Trance We Trust","February 10, 2005",183
12,"Tranquility Base","Getting Away (Original Mix)","Anjunabeats","February 10, 2005",183
13,"Sophie Sugar","Call Of Tomorrow (John O’Callaghan Remix)","Fundamental Recordings","February 10, 2005",183
14,"Eye Wall","Bad Deal (Original Mix)","ASOT","February 10, 2005",183
15,"Armin van Buuren","Birth Of An Angel (Original Mix)","Armind","February 10, 2005",183
16,"M.I.K.E.","Massive Motion (Original Mix)","Armind","February 10, 2005",183
17,"Sander van Doorn","Bling Bling! (Sander van Doorn Remix)","Oxygen Records NL","February 10, 2005",183
18,"Apogee","Tribal Affair (Marcos Mix)","Captivating Sounds","February 10, 2005",183
1,"D:Fuse feat. Jes","Living The Dream (Matthew Dekay Mix)","Skyline Records","February 17, 2005",184
2,"Roland Klinkenberg","Twilight (Original Mix)","Electronic Elements","February 17, 2005",184
3,"Max Graham","Automatic Weapon (Original Mix)","Little Mountain Recordings","February 17, 2005",184
4,"Ava Mea","In The End (Original Mix)","Armada Music","February 17, 2005",184
5,"Solid Globe","Lost Cities (Original Mix)","Fundamental Recordings","February 17, 2005",184
6,"Goldenscan","Only With You (Original Mix)","ASOT","February 17, 2005",184
7,"Fred Baker vs. Nyram","Confirmation (Original Mix)","In Trance We Trust","February 17, 2005",184
8,"Primer","Silver Lining (John O’Callaghan Remix)","Mondo Records","February 17, 2005",184
9,"Fred Baker vs. Keyboard Kids","All Of Us (Fred Baker Remix)","Beat This Records","February 17, 2005",184
10,"Pulser","Point Of Impact (Original Mix)","ASOT","February 17, 2005",184
11,"Tune Of The Week: Jonas Steur","Castamara (Original Mix)","Intuition Recordings","February 17, 2005",184
12,"Apogee","Tribal Affair (Marcos Mix)","Captivating Sounds","February 17, 2005",184
13,"Ronski Speed","2 Day (Original Mix)","Euphonic","February 17, 2005",184
14,"M.I.K.E.","Massive Motion (Original Mix)","Armind","February 17, 2005",184
15,"Armin van Buuren","Birth Of An Angel (Original Mix)","Armind","February 17, 2005",184
16,"Andy Moor","Halycon (Original Mix)","Armind","February 17, 2005",184
17,"Ridgewalker feat. El","Find (Perry O’Neil Mix)","Electronic Elements","February 17, 2005",184
18,"Sophie Sugar","Call Of Tomorrow (John O’Callaghan Remix)","Fundamental Recordings","February 17, 2005",184
1,"Pharmacy Of Sound","Searching For Substance (Original Mix)","No Label","February 24, 2005",185
2,"Niklas Harding pres. Arcane","Blue Circles (Original Mix)","Coldharbour Recordings","February 24, 2005",185
3,"D:Fuse feat. Jes","Living The Dream (Matthew Dekay Mix)","Skyline Records","February 24, 2005",185
4,"Andy Moor","Halcyon (Original Mix)","Armind","February 24, 2005",185
5,"Martin Roth’s Hands On Keane","This Is The Last Time (Original Mix)","Spinnin' Records","February 24, 2005",185
6,"Filo & Peri feat. Fisher","Closer Now (Whiteroom Remix)","Empire State Recordings","February 24, 2005",185
7,"Kobbe","Endless Thoughts (Elektro Kid Remix)","Moyo Records","February 24, 2005",185
8,"Goldenscan","Only With You (Original Mix)","ASOT","February 24, 2005",185
9,"Tune Of The Week: Yahel feat. A","Force","n/a","February 24, 2005",185
10,"Perasma","Swing 2 Harmony (Deserves An Effort’s Symphony Dub Mix)","Data","February 24, 2005",185
11,"Armin van Buuren","Birth Of An Angel (Original Mix)","Armind","February 24, 2005",185
12,"Jonas Steur","Castamara (Original Mix)","Intuition Recordings","February 24, 2005",185
13,"Fred Baker vs. Keyboards Kids","All Of Us (Fred Baker Remix)","Beat This Records","February 24, 2005",185
14,"E","Tronic","n/a","February 24, 2005",185
15,"Fragile feat. Alex Lemon","Inertia (Armin van Buuren Remix)","Armind","February 24, 2005",185
16,"M. Kuisma & Christian Rusch","Yogatech (Original Mix)","Remark Records NL","February 24, 2005",185
17,"Odyssee","Yucatan (Original Mix)","First Second Records","February 24, 2005",185
18,"M.I.K.E.","Massive Motion (Original Mix)","Armind","February 24, 2005",185
19,"Clokx","Feelings (Original Mix)","Liquid Recordings","February 24, 2005",185
1,"B.I.G.","A Promise (Original Mix)","Klik Records","March 03, 2005",186
2,"Matt Darey","Liberation (Matt Darey’s Deep Mix)","Darey Products LTD","March 03, 2005",186
3,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Mike Foyle’s Broken Record Mix)","Armada Music","March 03, 2005",186
4,"Purple Haze","Adrenaline (Original Mix)","Spinnin' Records","March 03, 2005",186
5,"Jonas Steur","Castamara (Original Mix)","Intuition Recordings","March 03, 2005",186
6,"Apogee","Tribal Affair (Marcos Mix)","Captivating Sounds","March 03, 2005",186
7,"Leon Bolier & Wissen","Mistaken (Fictivision Mix)","Armada Music","March 03, 2005",186
8,"Yahel feat. A","Force","n/a","March 03, 2005",186
9,"Tektonik","Shine (DBA Mix)","Platipus","March 03, 2005",186
10,"Filo & Peri feat. Fisher","Closer Now (Whiteroom Remix)","Empire State Recordings","March 03, 2005",186
11,"DJ Vestiga vs. Jomar","Nightoperator (Club Mix)","Five AM","March 03, 2005",186
12,"Mike Foyle pres. Statica","Space Guitar (Original Mix)","Armada Music","March 03, 2005",186
13,"Quadran","Don’t You Know (Antidote Mix)","Bonzai Trance Progressive","March 03, 2005",186
14,"Tune Of The Week: Signum","Back @ Ya (Original Mix)","ASOT","March 03, 2005",186
15,"Active Sight","Adrenaline (Original Mix)","Captivating Sounds","March 03, 2005",186
16,"Fragile feat. Alex Lemon","Inertia (Armin van Buuren Remix)","Armind","March 03, 2005",186
17,"Kaste","Desert Eagle (Original Mix)","Anjunabeats","March 03, 2005",186
18,"M. Kuisma & Christian Rusch","Yogatech (Original Mix)","Remark Records NL","March 03, 2005",186
19,"Primer","Silver Lining (John O’Callaghan Remix)","Mondo Records","March 03, 2005",186
20,"Goldenscan","Only With You (Original Mix)","ASOT","March 03, 2005",186
21,"Raul Cremona","Virus (Original Mix)","Trance Corporation Recordings","March 03, 2005",186
22,"Eye Wall","Bad Deal (Original Mix)","ASOT","March 03, 2005",186
1,"Mark Otten","So Serene (Original Mix)","Armind","March 10, 2005",187
2,"Niklas Harding pres. Arcane","Blue Circles (Original Mix)","Coldharbour Recordings","March 10, 2005",187
3,"Radiohead","Where You End I Begin (Leama & Moor Remix)","No Label","March 10, 2005",187
4,"Andy Moor","Halcyon (Original Mix)","Armind","March 10, 2005",187
5,"Ahmet Ertenu","Why (Derek Howell Remix)","Nascent Recordings","March 10, 2005",187
6,"Matthew Dekay vs. Prolucters","The Deep Show (DJ Remy Remix)","Electronic Elements","March 10, 2005",187
7,"Chimera","In Deep (Aidan Lavelle Remix)","Silver Planet","March 10, 2005",187
8,"Tune Of The Week: Mike Foyle vs. Signalrunners","Love Theme Dusk (Mike Foyle’s Broken Record Mix)","Armada Music","March 10, 2005",187
9,"Tangled Universe","I Miss You (Original Mix)","In Trance We Trust","March 10, 2005",187
10,"Activa","Release Me (DJ Danjo & Rob Styles Remix)","Enhanced Recordings","March 10, 2005",187
11,"Matt Darey","Liberation (Matt Darey’s Deeper Mix)","Darey Products LTD","March 10, 2005",187
12,"Kaste","Desert Eagle (Original Mix)","Anjunabeats","March 10, 2005",187
13,"Ayu","Appears (Kyau vs. Albert Remix)","Drizzly","March 10, 2005",187
14,"Jonas Steur","Castamara (Original Mix)","Intuition Recordings","March 10, 2005",187
15,"Pulser","Point Of Impact (Original Mix)","ASOT","March 10, 2005",187
16,"Fred Baker vs. Keyboard Kids","All Of Us (Bobina Rework)","No Label","March 10, 2005",187
17,"Mojado","Senorita (Dimitri Andreas Remix)","Magik Muzik","March 10, 2005",187
18,"Manny Romero","Compadre (Sander van Doorn Remix)","Spinnin'Records","March 10, 2005",187
19,"DJ Remy & Roland Klinkenberg","Till Ya Drop! (Original Mix)","68 Recordings","March 10, 2005",187
20,"Yahel feat. A","Force","n/a","March 10, 2005",187
21,"Leon Bolier & Wissen","Mistaken (Fictivision Mix)","Armada Music","March 10, 2005",187
22,"Eye Wall","Bad Deal (Original Mix)","ASOT","March 10, 2005",187
23,"Armin van Buuren","Shivers (Original Mix)","Armind","March 10, 2005",187
24,"Signum","Back @ Ya (Original Mix)","ASOT","March 10, 2005",187
1,"Synergy","Hello Strings (The Flash Brothers Remix)","Armind","March 17, 2005",188
2,"Mark Otten","So Serene (Original Mix)","Armind","March 17, 2005",188
3,"D:Fuse feat Jes","Living The Dream (Matthew Dekay Mix)","Skyline Records","March 17, 2005",188
4,"Hydriod","Incurved (Original Mix)","Somatic Sense Future Sounds","March 17, 2005",188
5,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Mike Foyle’s Broken Record Mix)","Armada Music","March 17, 2005",188
6,"Above & Beyond pres. Tranquility Base","Getting Away (Leama & Moor Remix)","Anjunabeats","March 17, 2005",188
7,"Ronski Speed","IC (Original Mix)","Euphonic","March 17, 2005",188
8,"Thomas Datt","Alone (Inertia Mix)","Discover","March 17, 2005",188
9,"Castaneda","Oceanborn (Original Mix)","Discover Dark","March 17, 2005",188
10,"Fred Baker","La Part Des Anges (Original Mix)","Armada Music","March 17, 2005",188
11,"Re:Locate","Absoluum (Original Mix)","Galactive","March 17, 2005",188
12,"Arizona vs. Passiva","Halo (DJ Danjo & Rob Styles Remix)","Dedicated Holland","March 17, 2005",188
13,"Tektonik","Shine (DBA Remix)","Platipus","March 17, 2005",188
14,"Classified Project","Starlight Chaser (Agnelli & Nelson Remix)","Mondo Records / United Recordings","March 17, 2005",188
15,"Airbiscuit","Lately (Riley & Durrant Mix)","Zenith Cafe","March 17, 2005",188
16,"Tune Of The Week: Purple Haze","Adrenaline (Original Mix)","Spinnin' Records","March 17, 2005",188
17,"Pulser","Square One (The Thrillseekers Mix)","ASOT","March 17, 2005",188
18,"Mojado","Senorita (Dimitri Andreas Remix)","Magik Muzik","March 17, 2005",188
19,"Manny Romero","Compadre (Sander van Doorn Remix)","Spinnin' Records","March 17, 2005",188
20,"Fate Federation","Urbanoids (Original Mix)","Blackhole Recordings","March 17, 2005",188
1,"T.D.R.","Smoked Out (Original Mix)","PIAS / Azuli","March 24, 2005",189
2,"Synergy","Hello Strings (Flash Brothers Remix)","Armind","March 24, 2005",189
3,"Elevation","Ocean Rain (Original Mix)","ASOT","March 24, 2005",189
4,"Finor","Dilemma (DJ Remy Remix)","Earth Audio","March 24, 2005",189
5,"Roland Klinkenberg","Twilight (Original Mix)","Electronic Elements","March 24, 2005",189
6,"Ljungvist","People I Used To Know (Mike Foyle Remix)","Fourty","March 24, 2005",189
7,"D:Fuse feat. Jes","Living The Dream (Original Mix)","Skyline Records","March 24, 2005",189
8,"Arizona vs. Passiva","Halo (DJ Danjo & Rob Styles Remix)","Dedicated Holland","March 24, 2005",189
9,"Airbiscuit","Lately (Riley & Durrant Mix)","Zenith Cafe","March 24, 2005",189
10,"Tune Of The Week: Motorcycle","Around You (Original Mix)","Armind","March 24, 2005",189
11,"Leon Bolier","Beyond Horizon (Original Mix)","Armada Music","March 24, 2005",189
12,"Deep Wide","Canyon (Original Mix)","Monster Pure","March 24, 2005",189
13,"Brian Cross","4U (Original Mix)","Armada Music","March 24, 2005",189
14,"Tangled Universe","I Miss You (Original Mix)","In Trance We Trust","March 24, 2005",189
15,"Kyamoto","Frosted (Foreign Force Remix)","Trance Revolution Recordings","March 24, 2005",189
16,"Armin van Buuren","Shivers (Armin van Buuren’s Tribal Feel Mix)","Armind","March 24, 2005",189
17,"Purple Haze","Adrenaline (Original Mix)","Spinnin' Records","March 24, 2005",189
18,"Hammer & Bennett","Language (Santiago Nino’s Dub Tech Mix)","Coldharbour Recordings","March 24, 2005",189
19,"Signum","Back @ Ya (Original Mix)","ASOT","March 24, 2005",189
20,"Tooth & Barn","Consideration (Original Mix)","No Label","March 24, 2005",189
1,"Walsh & Coutre feat. Holly","Burn (Original Mix)","Sog Chrome","March 31, 2005",190
2,"Tune Of The Week: Deep Dish","Say Hello (Original Mix)","Yo!","March 31, 2005",190
3,"Mark Otten","So Serene (Original Mix)","Armada Music","March 31, 2005",190
4,"Luminary","My World (Hydroid Remix)","Lost Language","March 31, 2005",190
5,"C","Quence","n/a","March 31, 2005",190
6,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Mike Foyle’s Broken Record Mix)","Armada Music","March 31, 2005",190
7,"Max Holod","Release Emotions (Original Mix)","ADJusted Music","March 31, 2005",190
8,"First & Andre","Widescreen (Original Mix)","Be Yourself Music","March 31, 2005",190
9,"Motorcycle","Around You (Gabriel & Dresden Remix)","Organised Nature","March 31, 2005",190
10,"Fred Baker","La Part Des Anges (Original Mix)","ASOT","March 31, 2005",190
11,"Synergy","Hello Strings (Flash Brothers Remix)","Armind","March 31, 2005",190
12,"Armin van Buuren","Birth Of An Angel (Original Mix)","Armind","March 31, 2005",190
13,"Goldenscan","Only With You (Original Mix)","ASOT","March 31, 2005",190
14,"Leon Bolier & Wissen vs. A","Force","n/a","March 31, 2005",190
15,"Airbiscuit","Lately (Riley & Durrant Remix)","Zenith Cafe","March 31, 2005",190
16,"Purple Haze","Adrenaline (Original Mix)","Spinnin' Records","March 31, 2005",190
17,"Marco V.","More Than A Life Away (Original Mix)","Be Yourself Music","March 31, 2005",190
18,"Jellisimo & Tim J.","My Way (Original Mix)","Armada Music","March 31, 2005",190
19,"Tooth & Barn","Consideration (Original Mix)","No Label","March 31, 2005",190
20,"Fire & Ice","Let There Be Light (Primer Remix)","Fourty","March 31, 2005",190
1,"Split Second","Midnight Express (Original Mix)","Cyber Records","April 07, 2005",191
2,"C. Walsh & J. Coutre feat. Holly","Burn (Original Mix)","Sog Chrome","April 07, 2005",191
3,"Harry Lemon","Tiga (Harry Lemon’s Triple T Mix)","Bandung","April 07, 2005",191
4,"Ava Mea","In the End (Santiago Nino vs. Hydriod Mix)","Coldharbour Recordings","April 07, 2005",191
5,"Hydriod","Pacifica (Original Mix)","Somatic Sense","April 07, 2005",191
6,"Sublunar","Sanctuary (Antidote’s Tech Mix)","Banshee Worx","April 07, 2005",191
7,"Arizona vs. Passiva","Halo (DJ Danjo & Rob Styles Remix)","Dedicated Holland","April 07, 2005",191
8,"Tune Of The Week: 4 Strings","Sunrise (Original Mix)","Spinnin' Records","April 07, 2005",191
9,"Electrovoya","Days Like These (Original Mix)","Fundamental Recordings","April 07, 2005",191
10,"Hemstock & Jennings","Babylon (Icone Remix)","Armada Music","April 07, 2005",191
11,"Ernesto & Bastian","Dark Side Of The Moon (Dogzilla’s Pure Filth Remix)","Be Yourself Music","April 07, 2005",191
12,"Motorcycle","Around You (Original Mix)","Armind","April 07, 2005",191
13,"DJ Tiesto","Adagio For Strings (DJ Danjo & Rob Styles Mix)","Blackhole Recordings","April 07, 2005",191
14,"Slip Friction","Crazy (Original Mix)","Mondo Records","April 07, 2005",191
15,"Signum","In Your Face (Original Mix)","ASOT","April 07, 2005",191
16,"Wim van Gelder","Everywhere (Original Mix)","Somatic Sense Vision","April 07, 2005",191
17,"Brian Cross","4 U (O.R.G.A.N. Remix)","Armada Music","April 07, 2005",191
18,"Matt Darey","Liberation (Matt Darey’s Deep Dub Mix)","Darey Products LTD","April 07, 2005",191
19,"Hammer & Bennett","Language (Santiago Nino’s Dub Tech Mix)","Coldharbour Recordings","April 07, 2005",191
20,"64 Bit","Virtual Discotech 1.0 (Cosmic Gate Remix)","Beam Traxx","April 07, 2005",191
21,"Eye Wall","Bad Deal (Original Mix)","ASOT","April 07, 2005",191
1,"Arpiction","Don’t Walk Away (Cecily Rose Mix)","Soundpiercing","April 14, 2005",192
2,"Hydroid","What If (Original Mix)","Coldharbour Recordings","April 14, 2005",192
3,"Synergy","Hello Strings (Flash Brothers Remix)","Armind","April 14, 2005",192
4,"Perry O’Neil","Gravity (Original Mix)","Electronic Elements","April 14, 2005",192
5,"Oliver","Dagoba (DJ Remy Remix)","No Label","April 14, 2005",192
6,"Thomas Datt","Alone (Robert Nickson’s Intro Edit)","Discover","April 14, 2005",192
7,"Tune Of The Week: Hemstock & Jennings","Babylon (Icone Mix)","Armada Music","April 14, 2005",192
8,"Fred Baker","La Part Des Anges (Original Mix)","Armada Music","April 14, 2005",192
9,"System F.","Reaching Your Soul (Original Mix)","Tsunami","April 14, 2005",192
10,"Goldenscan","Only With You (Original Mix)","ASOT","April 14, 2005",192
11,"Ron van den Beuken","Sunset (Original Mix)","Spinnin' Records","April 14, 2005",192
12,"Mark Norman","Teardrops (Original Mix)","Magik Muzik","April 14, 2005",192
13,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Mike Foyle’s Broken Record Mix)","Arada Music","April 14, 2005",192
14,"Yanave","Amethyst (Original Mix)","Deepblue Records","April 14, 2005",192
15,"C","Quence","n/a","April 14, 2005",192
16,"Solarium","Venice Under Water (M.I.K.E.’s Voyages Mix)","Club Elite","April 14, 2005",192
17,"Signum","Back @ Ya (Original Mix)","ASOT","April 14, 2005",192
18,"Deep Wide","Canyon (Original Mix)","Monster Tunes","April 14, 2005",192
19,"Motorcycle","Around You (Original Mix)","Armind","April 14, 2005",192
20,"Jellisimo & Tim J.","My Way (Original Mix)","Armada Music","April 14, 2005",192
21,"Super 8 vs. DJ Tab","First Aid (Original Mix)","Anjunabeats","April 14, 2005",192
22,"Tektonik","Shine (DBA Remix)","Platipus","April 14, 2005",192
23,"Modena","Resonator (Original Mix)","Dedicated Holland","April 14, 2005",192
1,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Intro Mix)","Armada Music","April 21, 2005",193
2,"Dario Nunez feat. David Vio","Festen Roose (D","n/a","April 21, 2005",193
3,"Perasma","Swing 2 Harmony (Gabriel & Dresden Remix)","Data","April 21, 2005",193
4,"Rachel Starr","Till There Was You (Gabriel & Dresden Remix)","Spinnin' Records","April 21, 2005",193
5,"Lucas & Beltram","Trust Me (Ava Mea Remix)","Anjunabeats","April 21, 2005",193
6,"Digital Blues","Definition (Original Mix)","Lange Recordings","April 21, 2005",193
7,"Perry O’Neil","Myst (Hydroid & Santiago Nino Mix)","Electronic Elements","April 21, 2005",193
8,"Mark Otten","So Serene (Original Mix)","Armada Music","April 21, 2005",193
9,"Armin van Buuren","Shivers (Hammer & Bennett)","Armind","April 21, 2005",193
10,"Marc Marberg","Guarana (Original Mix)","Euphonic","April 21, 2005",193
11,"Apogee","Tribal Affair (Marcos Remix)","ASOT","April 21, 2005",193
12,"Pulser","Point Of Impact (Fractal Structure Remix)","ASOT","April 21, 2005",193
13,"Jonas Steur","Castamara (Original Mix)","Intuition Recordings","April 21, 2005",193
14,"Lennox","Servants Of Justice (Alex M.O.R.P.H. Remix)","Mondo Records","April 21, 2005",193
15,"E","Craig","n/a","April 21, 2005",193
16,"Ayana","Shimmer (Original Mix)","Six:Thirty Records","April 21, 2005",193
17,"Tune Of The Week: Thomas Bronswaer","Close Horizon (Original Mix)","Yakuza","April 21, 2005",193
18,"Visior & Dark Moon","Hidden Sun (Mind One’s Loopback Remix)","Breeze Records","April 21, 2005",193
19,"Manny Romero vs. DJ Remy & Roland Klinkenberg","Compadre (Sander van Doorn Remix) vs. Till Ya Drop! (Mas","n/a","April 21, 2005",193
20,"Leon Bolier & Wissen","Mistaken (Original Mix)","Armada Music","April 21, 2005",193
21,"Yahel & A","Force","n/a","April 21, 2005",193
22,"Ron van den Beuken","Sunset (Ron van den Beuken Remix)","Liquid Recordings","April 21, 2005",193
23,"Mark Norman","Teardrops (Original Mix)","Magik Muzik","April 21, 2005",193
24,"DJ Tiesto","Adagio For Strings (Fred Baker Remix)","Magik Muzik","April 21, 2005",193
1,"Thomas Datt","Alone (Robert Nickson’s Intro Edit)","Discover","April 28, 2005",194
2,"Tune Of The Week: Niklas Harding pres. Arcane","Ice Beach (Original Mix)","Coldharbour Recordings","April 28, 2005",194
3,"Split Second","Midnight Express (Original Mix)","Cyber Records","April 28, 2005",194
4,"Binary Finary & Jose Amnesia pres. Cloudbreak","Difference (Original Mix)","Enhanced Recordings","April 28, 2005",194
5,"C. Walsh & J. Coutre feat. Holly","Burn (Original Mix)","Sog Chrome","April 28, 2005",194
6,"Perry O’Neil","Gravity (Original Mix)","Electronic Elements","April 28, 2005",194
7,"Mike Foyle vs. Signalrunners","Love Theme Dusk (Airbase pres. Parc Remix)","Armind","April 28, 2005",194
8,"Matthew Dekay vs. Prolucters","Bad (Original Mix)","DK Records NL","April 28, 2005",194
9,"Armin van Buuren","Shivers (Alex M.O.R.P.H.’s Red Light Dub Mix)","Armind","April 28, 2005",194
10,"C","Quence","n/a","April 28, 2005",194
11,"Filterheadz","Cartagena (Original Mix)","Cutting Edge","April 28, 2005",194
12,"Clear & Present","Elevate (John O’Callaghan Remix)","ASOT","April 28, 2005",194
13,"Zernin","Utopia (Gavin Mitchell Remix)","No Label","April 28, 2005",194
14,"Motorcycle","Around You (Original Mix)","Armind","April 28, 2005",194
15,"Leon Bolier pres. Inner Stories","Beyond (Original Mix)","Blackhole Recordings","April 28, 2005",194
16,"J.P.L.","A Place Called Home (Passiva Remix)","ATCR","April 28, 2005",194
17,"Deep Voice","Alone Again (Original Mix)","ADJusted Music","April 28, 2005",194
18,"Thomas Bronszwaer","Close Horizon (Original Mix)","Yakuza","April 28, 2005",194
19,"M.I.K.E.","Fuego Caliente (Original Mix)","Club Elite","April 28, 2005",194
20,"Lennox","Servants Of Justice (Alex M.O.R.P.H. Remix)","Mondo Records","April 28, 2005",194
21,"Airbiscuit","Lately (Riley & Durrant Remix)","Zenith Cafe","April 28, 2005",194
22,"Ron van den Beuken","Sunset (Original Mix)","Spinnin' Records","April 28, 2005",194
23,"Out Of The Past","Mystery (Fred Baker vs. Vincent Gorczak Remix)","Captivating Sounds","April 28, 2005",194
24,"Ohm Boys","Down Under / Atlantis (Stoneface & Terminal Remix)","Red Silver","April 28, 2005",194
1,"Way Out West","Don’t Forget Me (Way Out West’s Dust Biter Remix)","Distinctive","May 05, 2005",195
2,"Parham & Ilsoe","Love Sequence (Original Mix)","VapouRise","May 05, 2005",195
3,"Hidden Logic pres. Luminary","Wasting (Andy Moor Remix)","Armada Music","May 05, 2005",195
4,"Future Favorite: Niklas Harding pres. Arcane","Ice Beach (Original Mix)","Armada Music","May 05, 2005",195
5,"Perry O’Neil","Myst (Hydroid & Santiago Nino Remix)","Electronic Elements","May 05, 2005",195
6,"Mike Foyle pres. Statica vs. Signalrunners","Space Theme Dusk (Mike Foyle Mash","n/a","May 05, 2005",195
7,"Tune Of The Week: Icone","The Way Home (Original Mix)","Afterglow Records","May 05, 2005",195
8,"Underwater","Water Planet (Original Mix)","Sential","May 05, 2005",195
9,"Airbiscuit","Lately (Riley & Durrant Mix)","Zenith Cafe","May 05, 2005",195
10,"Out Of The Past","Mystery (Fred Baker vs. Vincent Gorczak Remix)","Captivating Sounds","May 05, 2005",195
11,"Kyle Emerson","Break Out (M.I.K.E. Remix)","Club Elite","May 05, 2005",195
12,"Scott Mac","Damager 02 (Mac Zimms Remix)","Nebula","May 05, 2005",195
13,"Agnelli & Nelson","Shiver (Original Mix)","Xtravaganza Recordings","May 05, 2005",195
14,"Misja Helsloot","Blue Monkey (Pierre Hiver Remix)","First Second Records","May 05, 2005",195
15,"Motorcycle","Around You (Gabriel & Dresden Remix)","Armind","May 05, 2005",195
16,"Inertia","The Chamber (Original Mix)","Discover Dark","May 05, 2005",195
17,"John O’Callaghan","Stormy Clouds (Greg Downey Remix)","Discover Dark","May 05, 2005",195
18,"Armin van Buuren feat. Jan Vayne","Serenity (12? Mix)","Armind","May 05, 2005",195
19,"Clear & Present","Elevate (John O’Callaghan Remix)","ASOT","May 05, 2005",195
20,"Armin van Buuren","Shivers (Alex M.O.R.P.H.’s Red Light Dub Mix)","Armind","May 05, 2005",195
1,"Max Graham feat. Jessica Jacobs","I Know You’re Gone (Intro Mix)","No Label","May 12, 2005",196
2,"Luminary","Wasting (Andy Moor Remix)","Armada Music","May 12, 2005",196
3,"Sultan & Tone Depth","Please (Original Mix)","Mo","May 12, 2005",196
4,"L.N.Q.","People I Used To Know (Mike Foyle Remix)","Remark Records NL","May 12, 2005",196
