"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
15,"Alexander Popov & Abstract Vision","Tesla","Armada","May 02, 2019",912
16,"Fatum & Genix & Jaytech & Judah","All In","Anjunabeats","May 02, 2019",912
17,"Roman Messer ft. Eric Lumiere","Closer (Adip Kiyoi Remix)","Suanda","May 02, 2019",912
18,"Matt Fax X Dezza","Sweet Dream","Enhanced","May 02, 2019",912
19,"Gareth Emery & Ashley Wallbridge","Amber Sun","Garuda","May 02, 2019",912
20,"FUTURECODE","The Connection","Armada","May 02, 2019",912
21,"Patrik Humann","Siljan","Euphonic","May 02, 2019",912
22,"Aveo & Katrik","Flight To The Moon","n/a","May 02, 2019",912
23,"Marco V & Bigtopo & Omar Díaz","Risk","n/a","May 02, 2019",912
24,"M.I.K.E. Push & Robert Nickson","Lunar Lander","n/a","May 02, 2019",912
25,"Lostly & Scott Bond & Charlie Walker","Tides","Pure Trance Neon","May 02, 2019",912
26,"STANDERWICK","Never Gonna Step Down","n/a","May 02, 2019",912
27,"Jorn Van Deynhoven","Cheeky (ReOrder Remix)","ASOT","May 02, 2019",912
28,"Jorn Van Deynhoven","Six Zero Zero (Allen Watts Remix)","ASOT","May 02, 2019",912
29,"Les Hemstock","Angel Chorus (Latex Zebra Remix)","n/a","May 02, 2019",912
30,"UCast","Motive","Skullduggery","May 02, 2019",912
31,"Kiyoi & Eky","Fortnite","Suanda Dark","May 02, 2019",912
1,"Alex Kunnari ft. Eric Lumiere","Gotta Get Away","ASOT","May 09, 2019",913
2,"Morgan Page ft. Pex L","Gone My Way (KhoMha Remix)","Armada","May 09, 2019",913
3,"Lost Frequencies ft. Flynn","Recognise (Kryder Remix)","Found Frequencies","May 09, 2019",913
4,"Progressive Pick: Aïka (SE)","Buenos Aires","Statement!","May 09, 2019",913
5,"Future Favorite: GXD ft. Elle Vee","Voices","AVA","May 09, 2019",913
6,"Tenishia","Point Of No Return (Protoculture Remix)","S107","May 09, 2019",913
7,"Tritonal","Ayana","n/a","May 09, 2019",913
8,"MaRLo & Feenixpawl","Lighter Than Air","Armind","May 09, 2019",913
9,"NWYR","Artificial Intelligence","FREE","May 09, 2019",913
10,"Ralphie B","Fury","Serendipity Muzik","May 09, 2019",913
11,"Ferry Corsten ft. Nevve","Freefall","Flashover","May 09, 2019",913
12,"ID","Hope","Flashover","May 09, 2019",913
13,"DIM3NSION & DJ Nano","Santa Monica","Flashover Trance","May 09, 2019",913
14,"Tune Of The Week: Ferry Corsten pres. Gouryella","Surga","Flashover","May 09, 2019",913
15,"Service For Dreamers: Arnej","They Always Come Back","Coldharbour","May 09, 2019",913
16,"Mark Sherry","Confirm Humanity","Outburst","May 09, 2019",913
17,"Mark Sherry & Tempo Giusto","Celestial Body","Outburst","May 09, 2019",913
18,"Mark Sherry & Christina Novelli","Lighting Fires","Magik Muzik","May 09, 2019",913
19,"Mark Sherry & Vlind ft. Ross Ferguson","Alone (Outburst Vocal Mix)","Outburst","May 09, 2019",913
20,"DreamLife & SounEmot","Love Strings","Abora","May 09, 2019",913
21,"Craig Connelly & Alex Holmes","Waterfall","Subculture","May 09, 2019",913
22,"Yang & Diana Leah","Fuel The Fire (Rinaly Remix)","AVA","May 09, 2019",913
23,"Above & Beyond vs. Armin van Buuren","Show Me Love (A & Z Remix)","Armind","May 09, 2019",913
24,"James Dymond","Mandalore","n/a","May 09, 2019",913
25,"FEEL & RIMSKY ft. Diana Leah","One Last Time (Daniel Kandi Dark Mix)","Suanda Voice","May 09, 2019",913
26,"Allen Watts","Contrast","n/a","May 09, 2019",913
27,"Mystic ft. DJ T.H. & Nadi Sunrise","Ritmo De La Noche (Manuel Le Saux & Astuni Remix)","n/a","May 09, 2019",913
28,"Forza:Duo","Shade","n/a","May 09, 2019",913
1,"ALPHA 9 ft. Kameron Alexander","Before The Dawn","Anjunabeats","May 16, 2019",914
2,"Steve Brian & Emme","Manila","Enhanced","May 16, 2019",914
3,"Ramin Djawadi","Game Of Thrones (Andrew Rayel Remix)","Watertower","May 16, 2019",914
4,"Tune Of The Week: Van Halen","Jump (Armin van Buuren Remix)","Warner Bros.","May 16, 2019",914
5,"Armin van Buuren & Jacqueline Govaert vs. Fatum & Genix & Jaytech & Judah","Never Say All In (Myon Mashup)","n/a","May 16, 2019",914
6,"Progressive Pick: Rodg & Matt Fax","Eukarya","Statement!","May 16, 2019",914
7,"The Antipodes","Odyssey","Elliptical Sun","May 16, 2019",914
8,"Tomas Heredia ft. Tata","Better Place","Armada","May 16, 2019",914
9,"FUTURECODE & Ruben de Ronde","Trinity","Armada","May 16, 2019",914
10,"Duncan Laurence","Arcade (8.02 Bootleg)","n/a","May 16, 2019",914
11,"Airwave & Rising Star","Sunspot","Bonzai Trance Prog","May 16, 2019",914
12,"Airwave","People Just Don't Care","Bonzai Trance Prog","May 16, 2019",914
13,"Airwave","Cathedrals Of Hope","L*c*d","May 16, 2019",914
14,"Service For Dreamers: Manuel Rocca & Illitheas","Enchanted","Abora","May 16, 2019",914
15,"Mees Salomé","A Simpler Time","Filth On Acid","May 16, 2019",914
16,"Dark Echo","Moon Fall","Suanda Progressive","May 16, 2019",914
17,"LEVV","Arrow","n/a","May 16, 2019",914
18,"Alexander Popov & Abstract Vision","Tesla","Interplay","May 16, 2019",914
19,"Alex Leavon","Gamma Cygni","Inharmony","May 16, 2019",914
20,"Airbase","Back (HamzeH Remix)","Itwt","May 16, 2019",914
21,"Ralphie B","Fury","Serendipity Muzik","May 16, 2019",914
22,"Adip Kiyoi","Deeper Soul","Suanda","May 16, 2019",914
23,"Future Favorite: Ferry Corsten pres. Gouryella","Surga","Flashover","May 16, 2019",914
24,"Sandro Mireno & Alaera","Awakening (Dub Mix)","n/a","May 16, 2019",914
25,"Trending Track: Above & Beyond vs. Armin van Buuren","Show Me Love (A & Z Remix)","Armind","May 16, 2019",914
26,"Giuseppe Ottaviani","8K","Black Hole","May 16, 2019",914
27,"John O'Callaghan","Choice Of The Angels (Sean Tyas Remix)","Subculture","May 16, 2019",914
28,"XiJaro & Pitch & LightControl","Whispers Of Time","Who's Afraid Of 138","May 16, 2019",914
29,"Mark Sherry & David Forbes","Yerba Del Diablo","Black Hole","May 16, 2019",914
30,"Obie Fernandez & Lightform","Ghostface","Perfecto","May 16, 2019",914
1,"Ruslan Radriges pres. MANTRA & Lucid Blue","The Only","ASOT","May 23, 2019",915
2,"Tune Of The Week: Purple Haze & KhoMha","We Come In Peace","Armind","May 23, 2019",915
3,"Trending Track: Armin van Buuren & Jacqueline Govaert vs. Fatum & Genix & Jaytech & Judah","Never Say All In (Myon Mashup)","n/a","May 23, 2019",915
4,"Rodg & Matt Fax","Eukarya","Statement!","May 23, 2019",915
5,"Maryn","Ambulo","In My Opinion","May 23, 2019",915
6,"Tanner Wilfong & Jorza","Mamba","In My Opinion","May 23, 2019",915
7,"Ferry Corsten ft. Nevve","Freefall (DIM3NSION Remix)","Flashover","May 23, 2019",915
8,"Beatsole & Nostrangel","Sunsets","Armada","May 23, 2019",915
9,"Marco V","Avalon","Kearnage","May 23, 2019",915
10,"Ferry Corsten pres. Gouryella","Surga","Flashover","May 23, 2019",915
11,"Scott Bond & Charlie Walker ft. Murica","Can You Hear The Sound","Who's Afraid Of 138","May 23, 2019",915
12,"Shugz","The Darkside","Afterdark","May 23, 2019",915
13,"Sneijder & Nick Callaghan","Marching Orders","Afterdark","May 23, 2019",915
14,"Sneijder","Resonate","Afterdark","May 23, 2019",915
15,"Ben Gold & Sivan","Stay (Sneijder Remix)","Who's Afraid Of 138","May 23, 2019",915
16,"Service For Dreamers: Majesta & Niko Zografos vs. DJ Shah ft. Adrina Thorpe","Who Will Find Me In The End (Armin van Buuren Mashup)","ASOT","May 23, 2019",915
17,"Ahmed Helmy","My Dearly Beloving","AVA","May 23, 2019",915
18,"Ruben de Ronde X Rodg","Little Drummer (Beatsole Remix)","Statement!","May 23, 2019",915
19,"Assaf & Cassandra Grey","All Of You","ASOT","May 23, 2019",915
20,"Adam White & Andy Moor pres. Whiteroom","The White Room (Ehren Stowers Remix)","AVA","May 23, 2019",915
21,"Pascal Feliz & Nenes","Platinum (Ben Gold 2019 Remastered Mix)","High Contrast","May 23, 2019",915
22,"Arkham Knights","Knightvision","Coldharbour","May 23, 2019",915
23,"Forces","Invaders","n/a","May 23, 2019",915
24,"Miroslav Vrlík","Uprising","n/a","May 23, 2019",915
25,"Nicholson & Skelton","Submerge","Flashover Trance","May 23, 2019",915
26,"Key Lean & Tiff Lacey","Anna's Raindrops","Suanda Voice","May 23, 2019",915
27,"Dan Stone","Vargo","Fsoe Fables","May 23, 2019",915
28,"Ralphie B","Fury (Photographer Remix)","Serendipity Muzik","May 23, 2019",915
29,"Bodo Kaiser & Anyken","Who Cares (Signum Remix)","n/a","May 23, 2019",915
30,"Christopher Corrigan","I Never Do","n/a","May 23, 2019",915
31,"Matt Bukovski","Duality","Surrounded","May 23, 2019",915
1,"PRAANA & Matt Fax & HALIENE","Kaleidoscope","Enhanced","May 30, 2019",916
2,"Vintage & Morelli","Ascension","Silk Music","May 30, 2019",916
3,"Above & Beyond ft. Zoë Johnston","Alchemy (i_o Remix)","Anjunabeats","May 30, 2019",916
4,"Tune Of The Week: Maor Levi & OTIOT","Aria","Armada","May 30, 2019",916
5,"Andrew Bayer","Only You Boy","Anjunabeats","May 30, 2019",916
6,"Rodg & Matt Fax","Eukarya","Statement!","May 30, 2019",916
7,"Future Favorite: Assaf & Cassandra Grey","All Of You","ASOT","May 30, 2019",916
8,"Three Drives","Carrera 2 (Rub!k Remix)","Nebula","May 30, 2019",916
9,"Progressive Pick: Elevven","Isla Vista","Statement!","May 30, 2019",916
10,"Factor B ft. Cat Martin","Crashing Over","FSOE","May 30, 2019",916
11,"Factor B","Touch","Subculture","May 30, 2019",916
12,"Ferry Tayle ft. Poppy","The Way Back Home (Craig Connelly Remix)","Always Alive","May 30, 2019",916
13,"Craig Connelly","Solstice","Subculture","May 30, 2019",916
14,"Cold Blue","Simplicity","Subculture","May 30, 2019",916
15,"Service For Dreamers: Markus Schulz","Fly To Colors","Coldharbour","May 30, 2019",916
16,"Alex Sonata & Therio","Another World","ASOT","May 30, 2019",916
17,"Purple Haze & KhoMha","We Come In Peace","Armind","May 30, 2019",916
18,"Jean Clemence","Out Of Time","Eximinds Airlines","May 30, 2019",916
19,"Bryn Liedl","Forgotten Fields (Suncatcher & Exolight Remix)","Euphonic","May 30, 2019",916
20,"Trending Track: Ferry Corsten pres. Gouryella","Surga","Flashover","May 30, 2019",916
21,"Driftmoon","Please Don't Go (Suncatcher Remix)","Black Hole","May 30, 2019",916
22,"Arksun","Arisen (Sean Tyas Remix)","Who's Afraid Of 138","May 30, 2019",916
23,"Miroslav Vrlík","Uprising","Digital Society","May 30, 2019",916
24,"Giuseppe Ottaviani","Colours","Black Hole","May 30, 2019",916
25,"Dustin Husain","Quanta","Extrema Global","May 30, 2019",916
26,"Andrea Ribeca & Patricketto","Protected","FSOE","May 30, 2019",916
27,"Tycoos","Observer","Yeiskomp","May 30, 2019",916
28,"Metta & Glyde","The Chances We Take","Regenerate","May 30, 2019",916
29,"Marco V","Avalon","Kearnage","May 30, 2019",916
30,"Maarten De Jong & Allen Watts","Caffeine","Armada","May 30, 2019",916
31,"Shugz","The Darkside","Afterdark","May 30, 2019",916
1,"Tune Of The Week: Armin van Buuren & Luke Bond ft. KARRA","Revolution","Armind","June 06, 2019",917
2,"Progressive Pick: Sodality","Nazca","Statement!","June 06, 2019",917
3,"Purple Haze & KhoMha","We Come In Peace","Armind","June 06, 2019",917
4,"Super8 & Tab & KhoMha","Stardust","Armind","June 06, 2019",917
5,"Somna & HALIENE","Secret (Kinetic Mix)","AVA","June 06, 2019",917
6,"Above & Beyond ft. Zoë Johnston","Always (Tinlicker Remix)","Anjunabeats","June 06, 2019",917
7,"Above & Beyond ft. Zoë Johnston","Alchemy (i_o Remix)","Anjunabeats","June 06, 2019",917
8,"Beatsole & Nostrangel","Alice","ASOT","June 06, 2019",917
9,"Armin van Buuren & Garibay","Phone Down (Jorn Van Deynhoven Remix)","Armada","June 06, 2019",917
10,"Maarten De Jong & Allen Watts","Caffeine","Who's Afraid Of 138","June 06, 2019",917
11,"Ben Gold","The City Sleeps Tonight","Armada","June 06, 2019",917
12,"Ben Gold & HVNNAH","Come Home","Armada","June 06, 2019",917
13,"Ben Gold","Sapphire","Garuda","June 06, 2019",917
14,"Ben Gold & Richard Durand","A Thousand Times","Armada","June 06, 2019",917
15,"Service For Dreamers: Armin van Buuren","Together (In A State Of Trance)","ASOT","June 06, 2019",917
16,"Solarstone & Lostly","Landmark","Black Hole","June 06, 2019",917
17,"Three Drives","Carrera 2 (Rub!k Remix)","Armada Captivating","June 06, 2019",917
18,"DJ T.H. & Nadi Sunrise ft. Damae","Ordinary World (Beatsole Remix)","Entrancing","June 06, 2019",917
19,"Rub!k","Equitas","AVA","June 06, 2019",917
20,"Future Favorite: Bryn Liedl","Forgotten Fields (Suncatcher & Exolight Remix)","Euphonic","June 06, 2019",917
21,"O.B.M Notion","Marina","Interplay","June 06, 2019",917
22,"Giuseppe Ottaviani","Colours","Black Hole","June 06, 2019",917
23,"Activa","Defiance","Fsoe Clandestine","June 06, 2019",917
24,"Sean Mathews","Momentum","Damaged","June 06, 2019",917
25,"Hyperphysics","Yuanfen","Suanda True","June 06, 2019",917
26,"Miroslav Vrlík & Exouler","Healing","Armada Captivating","June 06, 2019",917
27,"Simon Patterson ft. Lucy Pullin","Now I Can Breathe Again (Greg Downey Remix)","Who's Afraid Of 138","June 06, 2019",917
28,"Driftmoon","Arctic Chills","Fsoe Fables","June 06, 2019",917
29,"Cold Blue","Simplicity","Subculture","June 06, 2019",917
30,"Frainbreeze","4AM","n/a","June 06, 2019",917
31,"Marco V","Caramel","Outburst","June 06, 2019",917
1,"DubVision & Vigel ft. Nino Lucarelli","Rescue Me","Armada","June 13, 2019",918
2,"Future Favorite: Armin van Buuren & Luke Bond ft. KARRA","Revolution","Armind","June 13, 2019",918
3,"Rafaël Frost","Runaway","Frost","June 13, 2019",918
4,"Aïka (SE)","New York","Statement!","June 13, 2019",918
5,"Progressive Pick: Andrew Bayer","Magitek","Anjunabeats","June 13, 2019",918
6,"Ferry Corsten & BT","1997","Flashover","June 13, 2019",918
7,"Andrew Mirt","Galania","Trancemission","June 13, 2019",918
8,"Tune Of The Week: Gaia","Euporie","Armind","June 13, 2019",918
9,"Gaia","Europa","Armind","June 13, 2019",918
10,"Gaia","Carpo","Armind","June 13, 2019",918
11,"Estiva","Eclipse","Statement!","June 13, 2019",918
12,"Estiva","T.R.I.P.","Statement!","June 13, 2019",918
13,"Estiva","Sequence","Armind","June 13, 2019",918
14,"Service For Dreamers: Armin van Buuren","Imagine","Armada","June 13, 2019",918
15,"Myon","Calle 8 (Myon South Beach Dub)","Ride","June 13, 2019",918
16,"Super8 & Tab & KhoMha","Stardust","Armind","June 13, 2019",918
17,"Purple Haze","Surrender","Doorn","June 13, 2019",918
18,"Fisherman","Man vs. Machine","Coldharbour","June 13, 2019",918
19,"The Thrillseekers ft. Stine Grove","How Will I Know (A & Z Remix)","FSOE","June 13, 2019",918
20,"Armin van Buuren & Garibay","Phone Down (Jorn Van Deynhoven Remix)","Armada","June 13, 2019",918
21,"TEKNO & MCO","These Voices (Tycoos Remix)","Entrancing Energized","June 13, 2019",918
22,"Eryon Stocker & Laucco","Jötunheim","Beyond The Stars","June 13, 2019",918
23,"Simon Patterson ft. Lucy Pullin","Now I Can Breathe Again (Greg Downey Remix)","Who's Afraid Of 138","June 13, 2019",918
24,"John O'Callaghan","Choice Of The Angels (Sean Tyas Remix)","Subculture","June 13, 2019",918
25,"Davey Asprey & Beatsole","Allies","Armada","June 13, 2019",918
26,"Maarten De Jong & Allen Watts","Caffeine","Who's Afraid Of 138","June 13, 2019",918
27,"Ruben de Ronde & PROFF ft. Deirdre Mclaughlin","Fade Away With Me (Key4050 Remix)","Statement!","June 13, 2019",918
28,"Jase Thirlwall ft. Victoriya","Dust","Who's Afraid Of 138","June 13, 2019",918
29,"John Askew","Through The Looking Glass","n/a","June 13, 2019",918
1,"Cosmic Gate","Come With Me","Wake Your Mind","June 20, 2019",919
2,"Maor Levi","Take Your Love","Anjunabeats","June 20, 2019",919
3,"Natalie Gioia & Maratone & Cyril Ryaz","Runaway","Interplay","June 20, 2019",919
4,"Shy Brothers","Dreamers","In My Opinion","June 20, 2019",919
5,"Progressive Pick: Ruben de Ronde & Elevven","Lucky Penny","Statement!","June 20, 2019",919
6,"Tenishia","Stella","Armada","June 20, 2019",919
7,"Armin van Buuren & Luke Bond ft. KARRA","Revolution","Armind","June 20, 2019",919
8,"Ahmed Helmy","The King's Groove","Suanda","June 20, 2019",919
9,"Mahaputra","The Way Back","Nanostate","June 20, 2019",919
10,"Gaia","Thebe","Armind","June 20, 2019",919
11,"Tune Of The Week: Gaia","Themisto","Armind","June 20, 2019",919
12,"Gaia","Himalia","Armind","June 20, 2019",919
13,"Gaia","Lysithea","Armind","June 20, 2019",919
14,"Gaia","Callisto","Armind","June 20, 2019",919
15,"Service For Dreamers: Arty & Mat Zo","Rebound","Anjunabeats","June 20, 2019",919
16,"Estiva","Eclipse","Statement!","June 20, 2019",919
17,"Estiva","Sequence","Armind","June 20, 2019",919
18,"Ferry Corsten & BT","1997","Flashover","June 20, 2019",919
19,"Vadim Bonkrashkov","Code 49","Reaching Altitude","June 20, 2019",919
20,"Ben Stone","Procyon","Garuda","June 20, 2019",919
21,"Tempo Giusto","Dakini","Armada","June 20, 2019",919
22,"Cold Stone","One Day On The Moon","Armada Captivating","June 20, 2019",919
23,"Future Favorite: Eryon Stocker & Laucco","Jötunheim","Beyond The Stars","June 20, 2019",919
24,"Armin van Buuren & Garibay ft. Justin Stein","Phone Down (Jorn Van Deynhoven Remix)","Armada","June 20, 2019",919
25,"Sean Tyas & Niko Zografos","Drop Two","Regenerate","June 20, 2019",919
26,"Billy Gillies","Evolve","Afterdark","June 20, 2019",919
27,"Project Zero","Omega Six (Bryan Kearney Remake)","Kearnage","June 20, 2019",919
28,"Paul Denton & Audrey Gallagher","Beneath The Stars","FSOE","June 20, 2019",919
29,"Daniel Skyver","Don't Let Go","Grotesque","June 20, 2019",919
30,"Gareth Emery & Ashley Wallbridge ft. Jonathan Mendelsohn","Never Before","Garuda","June 20, 2019",919
31,"Armin van Buuren ft. Sam Martin","Wild Wild Son (Devin Wild Remix)","Armada","June 20, 2019",919
1,"Fatum","The Game","Armada","June 27, 2019",920
2,"Progressive Pick: Jam & Spoon","Follow Me","Jam!","June 27, 2019",920
3,"FUTURECODE","The Network","Armada","June 27, 2019",920
4,"Key Lean","Waves","Suanda Base","June 27, 2019",920
5,"DGoh","Kaminari","Reaching Altitude","June 27, 2019",920
6,"Eximinds & Th3 One","Sansara","Garuda","June 27, 2019",920
7,"Cosmic Gate","Come With Me","Wake Your Mind","June 27, 2019",920
8,"Above & Beyond","Believer","Anjunabeats","June 27, 2019",920
9,"Will Sparks ft. Luciana","My Spine Is Tingling","Rave Culture","June 27, 2019",920
10,"Kolonie","You Know Why","Zerothree","June 27, 2019",920
11,"Ruben de Ronde & HALIENE","The Hardest Part","Statement!","June 27, 2019",920
12,"FUTURECODE & Ruben de Ronde","Trinity","ASOT","June 27, 2019",920
13,"Ruben de Ronde & Elevven","Lucky Penny","Statement!","June 27, 2019",920
14,"Ruben de Ronde & Matt Fax vs. Elevven & JES","Baguette vs. Heartbeat Tonight (Ruben de Ronde Mashup)","n/a","June 27, 2019",920
15,"Armin van Buuren","Communication (David Gravell Remix)","Armind","June 27, 2019",920
16,"Gaia","Io","Armind","June 27, 2019",920
17,"Gaia","Elara","Armind","June 27, 2019",920
18,"Tune Of The Week: Gaia","Jupiter LXV (S/2017J4)","Armind","June 27, 2019",920
19,"Gaia","Ganymede","Armind","June 27, 2019",920
20,"Eximinds & The Enturance","Amphitrite","Eximinds Airlines","June 27, 2019",920
21,"Corti Organ & Davey Asprey","Boogalo","Inharmony","June 27, 2019",920
22,"Specific Slice & Sandro Mireno","Asylum Of Nephilims","Abora","June 27, 2019",920
23,"Nikolauss & Starpicker","Bifrost","Go Music","June 27, 2019",920
24,"Sophie Sugar","Day Seven (Casey Rasch Remix)","ASOT","June 27, 2019",920
25,"Cold Blue & Del Mar","11 Days","Itwt","June 27, 2019",920
26,"Future Favorite: Paul Denton & Audrey Gallagher","Beneath The Stars","FSOE","June 27, 2019",920
27,"Steve Dekay & Emanuele Congeddu","Astral","Who's Afraid Of 138","June 27, 2019",920
28,"Daniel Skyver","Don't Let Go","Grotesque","June 27, 2019",920
29,"UCast","Skytek","Skullduggery","June 27, 2019",920
30,"Jordan Suckley","Rocket Punch (Gary Maguire Remix)","Damaged","June 27, 2019",920
31,"Armin van Buuren vs. Sound Rush","Turn It Up (Armin van Buuren Mashup)","n/a","June 27, 2019",920
1,"Sheridan Grout ft. BLU EYES","FreeFall","Garuda","July 04, 2019",921
2,"Rodg & Sarah de Warren","Fading","Statement!","July 04, 2019",921
3,"DGoh","Magnitude","Reaching Altitude","July 04, 2019",921
4,"Ørjan Nilsen","FOMO","In My Opinion","July 04, 2019",921
5,"Above & Beyond","Is It Love? (1001)","Anjunabeats","July 04, 2019",921
6,"Tune Of The Week: Super8 & Tab","Thrive","Armind","July 04, 2019",921
7,"Fatum","Chocolate (Tanner Wilfong Remix)","Anjunabeats","July 04, 2019",921
8,"Steve Brian","Roadtrip","Enhanced","July 04, 2019",921
9,"Kevin Vergauwen & Chatry Van Hove","Elves Of The Twelves (Denis Sender Remix)","Entrancing","July 04, 2019",921
10,"Cosmic Gate","Come With Me","Wake Your Mind","July 04, 2019",921
11,"Kyau & Albert","You Are All","Anjunabeats","July 04, 2019",921
12,"Jam & Spoon","Follow Me (Jerome Isma","n/a","July 04, 2019",921
13,"Ruben de Ronde & Elevven ft. Lara","Shadows Of Us (Electronic Family 2019 Anthem)","Statement!","July 04, 2019",921
14,"Gaia","Carpo","Armind","July 04, 2019",921
15,"Gaia","Dia","Computer Electronic","July 04, 2019",921
16,"Service For Dreamers: Gaia","Empire Of Hearts","Armind","July 04, 2019",921
17,"Hit The Bass","Mephisto","n/a","July 04, 2019",921
18,"Levekar & Farid ft. Cassandra Grey","One Day","Fsoe Fables","July 04, 2019",921
19,"Neptune Project","A Sign From Above","Mythology","July 04, 2019",921
20,"XiJaro & Pitch","Divenire","Masana","July 04, 2019",921
21,"Alex Kunnari","Oceanic","ASOT","July 04, 2019",921
22,"Fabio XB ft. Christina Novelli","Back To You (Eugenio Tokarev Remix)","Digital Society","July 04, 2019",921
23,"Mercurial Virus","Legacy","Redux Magic","July 04, 2019",921
24,"Moonsouls & Marjan","Save You","Armada Captivating","July 04, 2019",921
25,"Roman Messer","Dreaming","Suanda","July 04, 2019",921
26,"Billy Gillies","Evolve","Afterdark","July 04, 2019",921
27,"Steve Dekay","Kalamea","Critical Uprising","July 04, 2019",921
28,"Tycoos & Sandro Mireno ft. Alaera","Want You To Go","Suanda Voice","July 04, 2019",921
29,"Saint Sinners","Aurora Borealis","Suanda True","July 04, 2019",921
30,"David Forbes","Spheres","Outburst","July 04, 2019",921
31,"Steve Dekay","Abraxas","Reaching Altitude","July 04, 2019",921
32,"Woody Van Eyden & Maarten De Jong","Stroopwafels On Acid","Who's Afraid Of 138","July 04, 2019",921
33,"Maarten De Jong & Allen Watts","Caffeine","Who's Afraid Of 138","July 04, 2019",921
34,"Ruben de Ronde & Henrik Zuberstein","Guardian Down","Statement!","July 04, 2019",921
35,"Ruben de Ronde & Jessika Dawn","Escape","Statement!","July 04, 2019",921
36,"Estiva X Ruben de Ronde","Horosho","Statement!","July 04, 2019",921
37,"Ruben de Ronde & Cari","Who Am I","Statement!","July 04, 2019",921
38,"Ruben de Ronde & Elevven","Lucky Penny","Statement!","July 04, 2019",921
39,"Ruben de Ronde & Roxanne Emery","Gold","Statement!","July 04, 2019",921
40,"Ruben de Ronde & Elevven ft. Lara","Shadows Of Us (Electronic Family 2019 Anthem)","Statement!","July 04, 2019",921
41,"Ruben de Ronde & HALIENE","The Hardest Part","Statement!","July 04, 2019",921
42,"FUTURECODE & Ruben de Ronde","Trinity","ASOT","July 04, 2019",921
43,"Ruben de Ronde & Matt Fax vs. Elevven & JES","Baguette vs. Heartbeat Tonight (Ruben de Ronde Mashup)","n/a","July 04, 2019",921
44,"Ruben de Ronde & Evgeny Lebedev","Neverlost","Statement!","July 04, 2019",921
45,"Ruben de Ronde ft. Kimberly Hale","Here With Me","Statement!","July 04, 2019",921
46,"Ruben de Ronde ft. Louise Rademakers","Games (Giuseppe Ottaviani Remix)","Statement!","July 04, 2019",921
47,"Estiva X Ruben de Ronde","Donnie","Armada","July 04, 2019",921
1,"Tune Of The Week: Armin van Buuren & Avian Grays ft. Jordan Shaw","Something Real","Armind","July 11, 2019",922
2,"Mark Sixma","Million Miles","Armada","July 11, 2019",922
3,"Will Sparks ft. Luciana","My Spine Is Tingling","Rave Culture","July 11, 2019",922
4,"Alexander Popov & Ruslan Radriges","Expedition","n/a","July 11, 2019",922
5,"Markus Schulz & BT","I Need Love","n/a","July 11, 2019",922
6,"ReOrder & Cassandra Grey","Goodbye (Omnia Remix)","Black Hole","July 11, 2019",922
7,"DJ Hooligan","Hear You Now (Graham Bell 2019 Remix)","Songbird","July 11, 2019",922
8,"Bryn Liedl & Adrian Alexander","Brighter Days","Elliptical Sun","July 11, 2019",922
9,"Progressive Pick: Ruben de Ronde & Elevven ft. Lara","Shadow Of Us (Electronic Family 2019 Anthem)","Statement!","July 11, 2019",922
10,"Dennis Graft","Diving","Suanda Progressive","July 11, 2019",922
11,"Trending Track: Super8 & Tab","Thrive","Armind","July 11, 2019",922
12,"Markus Schulz ft. Sebu (Capital Cities)","Upon My Shoulders (Nifra Remix)","Cat","July 11, 2019",922
13,"Nifra & Fisherman","Attack","Coldharbour","July 11, 2019",922
14,"Super8 & Tab","Venture (Nifra Remix)","Armind","July 11, 2019",922
15,"Nifra","Dark Harbour (Daxson Remix)","Coldharbour","July 11, 2019",922
16,"Service For Dreamers: Armin van Buuren ft. Cindy Alma","Beautiful Life","Armind","July 11, 2019",922
17,"Above & Beyond ft. Zoë Johnston","Sahara Love (Jason Ross Remix)","Anjunabeats","July 11, 2019",922
18,"Claus Backslash","Reality Is Over","n/a","July 11, 2019",922
19,"Sodality","Sinaloa","n/a","July 11, 2019",922
20,"Rub!k","Escape Time","Armada","July 11, 2019",922
21,"Levekar & Farid ft. Cassandra Grey","One Day","Fsoe Fables","July 11, 2019",922
22,"Simon Patterson ft. Dave Wright","Northern Lights (UDM Remix)","Night Vision","July 11, 2019",922
23,"Temple One","Make The Earth Move","Digital Society","July 11, 2019",922
24,"Elite Electronic & Dennis Eshel","The Nightfly","Trancemission","July 11, 2019",922
25,"JES","Ghost (Solis & Sean Truby Remix)","Magik Muzik","July 11, 2019",922
26,"Future Favorite: Roman Messer","Dreaming","Suanda","July 11, 2019",922
27,"Leroy Moreno","Synchronicity","n/a","July 11, 2019",922
28,"Purple Haze","Bergen (Shinovi Remix)","Armind","July 11, 2019",922
29,"Giuseppe Ottaviani","Follow The White Rabbit","Black Hole","July 11, 2019",922
30,"Kayosa & Tolland ft. Matt Noland","Sweet Nothing","FSOE","July 11, 2019",922
31,"Stoneface & Terminal & DIM3NSION","Kilig","ASOT","July 11, 2019",922
32,"Dimatik & Monik & Carroch","Giratina (Exis Remix)","Central Station","July 11, 2019",922
1,"LTN & Christina Novelli","I'd Go Back (The Path Of Life)","AVA","July 18, 2019",923
2,"Progressive Pick: Tinlicker ft. Run Rivers","Lost","Anjunabeats","July 18, 2019",923
