"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
27,"Thomas Bronzwaer","Constellation (Luke BOND Presents BOND Remix)","ASOT","June 10, 2021",1020
28,"Liam Melly & Jessica Doherty","Lost","Nocturnal Knights","June 10, 2021",1020
1,"Progressive Pick: Scorz","Ephemeris","Armada","June 17, 2021",1021
2,"Cosmic Gate","Feel It (AVIRA Remix)","Black Hole","June 17, 2021",1021
3,"Trending Track: Armin van Buuren & Sander van Doorn","Jonson's Play","ASOT","June 17, 2021",1021
4,"Future Favorite: SMR LVE & That Girl","Need Somebody (DJ T.H. Remix)","Coldharbour","June 17, 2021",1021
5,"The Thrillseekers","Synaesthesia (UMEK Remix)","Neo Records","June 17, 2021",1021
6,"Armin van Buuren & Maor Levi vs. Alesso & Armin van Buuren","Divino vs. Leave A Little Love (Armin van Buuren Mashup)","ASOT","June 17, 2021",1021
7,"Tune Of The Week: DJ Governor","Memoirs","ASOT","June 17, 2021",1021
8,"Alessandra Roncone","Feel The Trance Energy (TER 8th Anniversary Anthem)","FSOE","June 17, 2021",1021
9,"ReOrder & Jordan Tobias ft. Clara Yates","Contagious","ASOT","June 17, 2021",1021
10,"DJ T.H. & Natalie Gioia","Euphoria (Talla 2XLC Remix)","Interplay","June 17, 2021",1021
11,"Activa","Disharmonic","Activa Music","June 17, 2021",1021
12,"Tensteps & That Girl","Hero","Find Your Harmony","June 17, 2021",1021
13,"Roman Messer ft. Joe Jury","The River","Suanda","June 17, 2021",1021
14,"Dennis Sheperd & Eke","Playing With Fire (Alex Di Stefano Remix)","Black Hole","June 17, 2021",1021
15,"Allen Watts","Twister","WAO138","June 17, 2021",1021
16,"Asteroid","Home","Afterdark","June 17, 2021",1021
17,"Service For Dreamers: Moonman","Galaxia","Heat","June 17, 2021",1021
18,"Roger Shah & Yelow","Burasari (Magic Island 10 Intro Mix)","Magic Island","June 17, 2021",1021
19,"Thomas Benscher","Gratitude","Magic Island Elevate","June 17, 2021",1021
20,"Roger Shah & Kristina Sky ft. Emma Shaffer","Underwater","FSOE","June 17, 2021",1021
21,"Pierre Pienaar & Rob Dalby","Sinvula","Magic Island Elevate","June 17, 2021",1021
22,"Sergey Shabanov","Never Enough","Magic Island Elevate","June 17, 2021",1021
23,"Yelow","Malecon","Magic Island Elevate","June 17, 2021",1021
24,"Sunlounger ft. Susie Ledge","Sail Away (Roger Shah & Yelow Remix)","FSOE","June 17, 2021",1021
25,"Novan","Sweet Thing (Leon Bolier Remix)","Raveup Alley","June 17, 2021",1021
26,"Gouryella","Orenda","Flashover","June 17, 2021",1021
27,"Envio","Time To Say Goodbye (South Of The Stars Remix)","WAO138","June 17, 2021",1021
28,"Hoyaa","Divine (Temple One Remix)","Blue Soho","June 17, 2021",1021
29,"Damian Wasse with Simon Fischer & Peter Miethig","Save Me","State Soundscapes","June 17, 2021",1021
30,"Davey Asprey & Evan Henzi","Lost Boys","Valteon","June 17, 2021",1021
31,"Joint Operations Centre","Gizmo","Subculture","June 17, 2021",1021
1,"ARTY","One Night Away (JLV Remix)","Armada","June 24, 2021",1022
2,"Tune Of The Week: Armin van Buuren ft. Skoles","Goodbye","Armind","June 24, 2021",1022
3,"Alexander Popov & Kitone vs. Armin van Buuren & Jake Reese","Control Me vs. Need You Now (Armin van Buuren Mashup)","Armind","June 24, 2021",1022
4,"Key Lean & Sean Ryan","Vision","Find Your Harmony","June 24, 2021",1022
5,"Maor Levi","Save The Last Trance","Anjunabeats","June 24, 2021",1022
6,"Ørjan Nilsen","Between The Rays (Tom Staar Remix)","Armind","June 24, 2021",1022
7,"Craig Connelly ft. Megan McDuffee","Keep Me Believing (Tim Lange Remix)","Higher Forces","June 24, 2021",1022
8,"Ilan Bluestone ft. El Waves","Tonight","Anjunabeats","June 24, 2021",1022
9,"Progressive Pick: Tryger","Kuruhum","Intricate","June 24, 2021",1022
10,"Will Sparks & Short Round","Pills","Armada","June 24, 2021",1022
11,"Trending Track: DJ Governor","Memoirs","ASOT","June 24, 2021",1022
12,"Christopher Corrigan","Physicality","Infrasonic","June 24, 2021",1022
13,"Future Favorite: Roman Messer ft. Joe Jury","The River","Suanda","June 24, 2021",1022
14,"Andrea Ribeca","Perseverance","FSOE","June 24, 2021",1022
15,"Giuseppe Ottaviani & Cari","Beautiful","Armind","June 24, 2021",1022
16,"Service For Dreamers: Ilan Bluestone","Big Ben","Anjunabeats","June 24, 2021",1022
17,"Abstract Vision & Aimoon","Abstractivate (Pure Mix)","Monster Neos","June 24, 2021",1022
18,"Allen Watts","Cyclone","WAO138","June 24, 2021",1022
19,"Rene Ablaze & Cari","Save Ourselves","Nocturnal Knights","June 24, 2021",1022
20,"Chris Schweizer","24","ASOT","June 24, 2021",1022
21,"Peter Steele","Creation","Pure Trance","June 24, 2021",1022
22,"XiJaro & Pitch","Sic Parvis Magna","Zyx Trance","June 24, 2021",1022
23,"Somna & Jennifer Rene","Stars Collide (XiJaro & Pitch Remix)","Magik Muzik","June 24, 2021",1022
24,"XiJaro & Pitch vs. Armin van Buuren & Sharon Den Adel","Sfeer vs. In And Out Of Love (XiJaro & Pitch Mashup)","Uplift","June 24, 2021",1022
25,"XiJaro & Pitch & JTwo0","Out Of This World","FSOE","June 24, 2021",1022
26,"Parnassvs","Night City (Dustin Husain Remix)","Serendipity Muzik","June 24, 2021",1022
27,"Damian Wasse with Simon Fischer & Peter Miethig","Save Me","State Soundscapes","June 24, 2021",1022
28,"David Gravell & Corti Organ","Bliss (Metta & Glyde Rework)","Find Your Harmony","June 24, 2021",1022
1,"Eximinds","Exploration Of Self","AVA","July 01, 2021",1023
2,"Progressive Pick: Muvy & Saveload","Better","Armind","July 01, 2021",1023
3,"Ocata","Into The Sky","Armada","July 01, 2021",1023
4,"Scorz","That's Life","Armada","July 01, 2021",1023
5,"Tom Bro","Homework","Antima","July 01, 2021",1023
6,"Future Favorite: Armin van Buuren ft. Skoles","Goodbye","Armind","July 01, 2021",1023
7,"Tune Of The Week: Fergie","Alpha Centauri","Armind","July 01, 2021",1023
8,"Andrew Rayel & Tensteps ft. RUNAGROUND","Carry You Home (Ashley Wallbridge Remix)","Inharmony","July 01, 2021",1023
9,"BOND","Last Goodbye","ASOT","July 01, 2021",1023
10,"Last Soldier & Ramin Arab","Feel The Paradise","Ava White","July 01, 2021",1023
11,"RAM & Susana pres. Tales Of Life","You Are Enough (Alex M.O.R.P.H. Remix)","Nocturnal Knights","July 01, 2021",1023
12,"Ciaran McAuley","Tears Don't Mean You're Losing","FSOE","July 01, 2021",1023
13,"Key Lean & Kyler England","Infinity (Mhammed El Alami Remix)","Suanda Voice","July 01, 2021",1023
14,"David Forbes","Equator","WAO138","July 01, 2021",1023
15,"Service For Dreamers: Nicholas Gunn ft. Alina Renae","Fallen (Richard Durand Remix)","ASOT","July 01, 2021",1023
16,"Dezza & Lewyn","Won't Let Go (Sound Quelle Remix)","Colorize","July 01, 2021",1023
17,"Corren Cavini ft. The Ultraverse","Close Enough","Zerothree","July 01, 2021",1023
18,"Lane 8 & Kasablanca","Run (Sultan + Shepard Remix)","This Never Happened","July 01, 2021",1023
19,"Ferry Corsten ft. Lovlee","Our Moon (Protoculture Remix)","Flashover","July 01, 2021",1023
20,"Choujaa","Can You Feel Me","Flashover","July 01, 2021",1023
21,"David Broaders","Don't Let Me Go","Euphonic","July 01, 2021",1023
22,"Eugenio Tokarev","Time","Deep State","July 01, 2021",1023
23,"Beatsole & Eugenio Tokarev","Ilanga","Statement!","July 01, 2021",1023
24,"DIM3NSION & DJ Nano","Mistake","Flashover","July 01, 2021",1023
25,"Ahmed Helmy","King's Tech..!","Suanda","July 01, 2021",1023
26,"Gouryella","Orenda","Flashover","July 01, 2021",1023
1,"Gareth Emery ft. Sarah de Warren","Calling Home","We'll Be Ok","July 08, 2021",1024
2,"Kryder","Come Home Soon","Perfect Havoc","July 08, 2021",1024
3,"Ahmed Helmy","I'm The Future","Armada","July 08, 2021",1024
4,"Patrik Humann & Sarah de Warren","Love Again (Beatsole Remix)","Enhanced Prog","July 08, 2021",1024
5,"DRYM & Evan Henzi","Lightmare","ASOT","July 08, 2021",1024
6,"Trending Track: Armin van Buuren ft. Skoles","Goodbye","Armind","July 08, 2021",1024
7,"Push","Remind","Armada Captivating","July 08, 2021",1024
8,"Protoculture","Deep Forest","ASOT","July 08, 2021",1024
9,"Progressive Pick: Third ≡ Party ft. Paul Aiden","Veins (AVIRA Remix)","Release","July 08, 2021",1024
10,"Tune Of The Week: Ferry Corsten & Leon Bolier ft. NBLM","Trust You","Flashover","July 08, 2021",1024
11,"Giuseppe Ottaviani & Lucid Blue","Be The Angel","Black Hole","July 08, 2021",1024
12,"Future Favorite: Ciaran McAuley","Tears Don't Mean You're Losing","FSOE","July 08, 2021",1024
13,"Doppenberg","More Than Ever","ASOT","July 08, 2021",1024
14,"Alan Morris","Airborne","Subculture","July 08, 2021",1024
15,"Service For Dreamers: DJ T.H. ft. Robin Vane","Be My Hero (Woody van Eyden Remix)","Heavensgate","July 08, 2021",1024
16,"Vini Vici & Neelix ft. MKLA","Come Close","Alteza","July 08, 2021",1024
17,"Cold Blue","Sunbird","Subculture","July 08, 2021",1024
18,"Illuminor","Another Perfect Day (Steve Allen Remix)","Amon Vision","July 08, 2021",1024
19,"Key Lean & Kyler England","Infinity (Mhammed El Alami Remix)","Suanda","July 08, 2021",1024
20,"Olmec Heads","Magic Man (John Askew Remix)","Who's Afraid Of 138","July 08, 2021",1024
21,"Peter Steele","Creation","Pure Trance","July 08, 2021",1024
22,"Shingo Nakamura & Brandon Mignacca","Darling Midnight","Monstercat Silk","July 08, 2021",1024
23,"Stendahl & Shingo Nakamura","Tribute ( Chapter III)","n/a","July 08, 2021",1024
24,"Shingo Nakamura","Summa","Monstercat Silk","July 08, 2021",1024
25,"Shingo Nakamura","Overt","Monstercat Silk","July 08, 2021",1024
26,"Shingo Nakamura","Glow","Monstercat Silk","July 08, 2021",1024
27,"MaRLo","No Other Alternative","Central Station","July 08, 2021",1024
28,"Luke Bond Pres. BOND","Last Goodbye","ASOT","July 08, 2021",1024
29,"Sean Tyas & Shelby Merry","Someday (Story Of Oz Remix)","Deep In Thought","July 08, 2021",1024
1,"Tune Of The Week: Armin van Buuren & DubVision ft. you","I Should Be Loving You","Armada","July 15, 2021",1025
2,"Paul Arcane","Sisu","Anjunabeats","July 15, 2021",1025
3,"Cubicore & Shane 54","Personal Jesus (Cubicore Deep Mix)","Armind","July 15, 2021",1025
4,"Progressive Pick: Aly & Fila & JES","Sunrise","FSOE","July 15, 2021",1025
5,"Protoculture ft. Gid Sedgwick","Is This A Dream","ASOT","July 15, 2021",1025
6,"ReOrder & Jordan Tobias Present Crowd+Ctrl","Hush","ASOT","July 15, 2021",1025
7,"Future Favorite: Gareth Emery ft. Sarah de Warren","Calling Home","We'll Be Ok","July 15, 2021",1025
8,"Andrew Rayel ft. Aidyl","River","Find Your Harmony","July 15, 2021",1025
9,"Fisical Project","Spectrum","Always Alive","July 15, 2021",1025
10,"Roman Messer & Richard Bedford","Breathe","Suanda","July 15, 2021",1025
11,"Andy Moor","Safe On Both Sides (Daniel Kandi Bangin' Remix)","Enhanced Prog","July 15, 2021",1025
12,"D72 & O.B.M Notion & That Girl","In My Heart","Black Hole","July 15, 2021",1025
13,"Ralphie B","Syfy","Itwt","July 15, 2021",1025
14,"Maarten De Jong","X2","WAO138","July 15, 2021",1025
15,"Service For Dreamers: Benya ft. Perry Nixon","Serendipity","S107","July 15, 2021",1025
16,"Chicane","An Ocean Apart (Ruben de Ronde Remix)","Modena","July 15, 2021",1025
17,"StanV","Lighthouse","Enhanced","July 15, 2021",1025
18,"LTN & Boris Foong","The Great Escape","Interplay","July 15, 2021",1025
19,"Ramsey Westwood","Can't Sleep","AVA","July 15, 2021",1025
20,"Ashley Wallbridge & Nash ft. Sally Oh","Ghost Of You","We'll Be Ok","July 15, 2021",1025
21,"Ferry Tayle","Authentic","FSOE","July 15, 2021",1025
22,"Stoneface & Terminal","Moonscape (Ferry Tayle Edit)","FSOE","July 15, 2021",1025
23,"Vassmo & That Girl","Letting Go","Find Your Harmony","July 15, 2021",1025
24,"Craig Connelly","Lose Control","Higher Forces","July 15, 2021",1025
25,"Davey Asprey","Rebirth","ASOT","July 15, 2021",1025
26,"Philippe El Sisi & Omar Sherif","Enchanted","Nocturnal Knights","July 15, 2021",1025
1,"Armin van Buuren","ID","ASOT","July 22, 2021",1026
2,"Trending Track: Armin van Buuren & DubVision ft. YOU","I Should Be Loving You","Armada","July 22, 2021",1026
3,"Progressive Pick: Galexis & Monotrail","Amun","Fsoe Uv","July 22, 2021",1026
4,"Ferry Corsten","Lemme Take You","Armada","July 22, 2021",1026
5,"Semblance Smile","Unity","Suanda","July 22, 2021",1026
6,"Bigtopo","Maria","Interplay Global","July 22, 2021",1026
7,"Purple Haze","Faces","Armind","July 22, 2021",1026
8,"Seven Lions & Andrew Bayer ft. Alison May","Returning To You","Ophelia","July 22, 2021",1026
9,"Tune Of The Week: Armin van Buuren & Jorn van Deynhoven","Lost In Space","ASOT","July 22, 2021",1026
10,"Energy 52","Cafe Del Mar (Paul van Dyk Shine Remix)","Superstition","July 22, 2021",1026
11,"Sean Truby","When You Put It Like That","FSOE","July 22, 2021",1026
12,"Activa & Shelley Segal","Fall In","Black Hole","July 22, 2021",1026
13,"Junkie XL ft. Grant Nicholas","Broken (Giuseppe Ottaviani Remix)","Roadrunner","July 22, 2021",1026
14,"8 Wonders","The Fight For Freedom","ASOT","July 22, 2021",1026
15,"Maarten De Jong","X2","WAO138","July 22, 2021",1026
16,"Service For Dreamers: Gabriel & Dresden ft. Molly Bancroft","Tracking Treasure Down","Organized Nature","July 22, 2021",1026
17,"Activa","Polestar","Black Hole","July 22, 2021",1026
18,"D72 & O.B.M Notion & That Girl","In My Heart","Black Hole","July 22, 2021",1026
19,"Solar Vision","Across The Sky","Future Sequence","July 22, 2021",1026
20,"Dennis Sheperd & Roger Shah & Adam Is A Girl","We Are One","Black Hole","July 22, 2021",1026
21,"Chris SX","Over The Top","Monster Force","July 22, 2021",1026
22,"Protoculture ft. JØRGØN","Remember","ASOT","July 22, 2021",1026
23,"Protoculture","Fall Into You","ASOT","July 22, 2021",1026
24,"Protoculture","Deep Forest","ASOT","July 22, 2021",1026
25,"Giuseppe Ottaviani & Cari","Beautiful","Armind","July 22, 2021",1026
26,"Woody van Eyden & Cheryl Barnes","Electricity (Allen Watts Remix)","Nocturnal Knights","July 22, 2021",1026
27,"Solarstone","Seven Cities (Alex Di Stefano Remix)","Armada Captivating","July 22, 2021",1026
1,"Omnia","Paradise","Etrnty","July 29, 2021",1027
2,"Trending Track: Armin van Buuren & AVIRA","Sirius","ASOT","July 29, 2021",1027
3,"Luke Bond ft. Duna Lua","Habitat","Armind","July 29, 2021",1027
4,"Ferry Corsten","Lemme Take You","Armada","July 29, 2021",1027
5,"BT","Wildfire (Somna Remix)","Black Hole","July 29, 2021",1027
6,"Veracocha","Carte Blanche (Ilan Bluestone Remix)","ASOT","July 29, 2021",1027
7,"Tune Of The Week: Armin van Buuren vs. Rank 1","The Greater Light To Rule The Night","ASOT","July 29, 2021",1027
8,"Alexander Popov","Era","Armind","July 29, 2021",1027
9,"Roman Messer ft. Cari","Written In The Stars","Suanda","July 29, 2021",1027
10,"Dennis Sheperd & Sarah Russell","When Our Worlds Collide (John O'Callaghan Remix)","Black Hole","July 29, 2021",1027
11,"Future Favorite: Armin van Buuren & Jorn van Deynhoven","Lost In Space","ASOT","July 29, 2021",1027
12,"Ahmed Helmy","King's Battle","Suanda","July 29, 2021",1027
13,"Daxson","Escape The Silence","Coldharbour","July 29, 2021",1027
14,"Service For Dreamers: Above & Beyond pres. OceanLab","Satellite (Original Above & Beyond Mix)","Anjunabeats","July 29, 2021",1027
15,"Tritonal ft. Cristina Soto","Still With Me (Elevven Remix)","Air Up There","July 29, 2021",1027
16,"Kyau & Albert","Spüren","Euphonic","July 29, 2021",1027
17,"Stoneface & Terminal","Moonscape","FSOE","July 29, 2021",1027
18,"Andy Duguid & Jaren","My Thunder (Ciaran McAuley Remix)","Magik Muzik","July 29, 2021",1027
19,"Dreamy & Daniel Kandi & Temple One","When You Saved My Life","Always Alive","July 29, 2021",1027
20,"Farius","All Aboard","Enhanced Prog","July 29, 2021",1027
21,"Farius","Ironcast","Enhanced Prog","July 29, 2021",1027
22,"Farius","Alibi","Enhanced Prog","July 29, 2021",1027
23,"Farius","Chromosphere","Enhanced Prog","July 29, 2021",1027
24,"Farius","Quiet Hope","Enhanced Prog","July 29, 2021",1027
25,"DRYM & GXD & Linney","Give Me Life","Valteon","July 29, 2021",1027
26,"Daniel Kandi & Temple One & Tara Louise","Found Love In Me","Always Alive","July 29, 2021",1027
27,"Ferry Tayle & Clara Yates","Find Your Paradise (Metta & Glyde Remix)","Fsoe Fables","July 29, 2021",1027
1,"Omnia & IRA","The Fusion (Blastoyz Remix)","Coldharbour","August 05, 2021",1028
2,"BT","Wildfire (Sean Tyas Remix)","Black Hole","August 05, 2021",1028
3,"Ashley Wallbridge","Neon Rave","We'll Be Ok","August 05, 2021",1028
4,"Ballroom","Passenger (Relativ Remix)","Dacru","August 05, 2021",1028
5,"O.B.M Notion & Daniel Kandi vs. JES","Uplifted To Another High Glow (Ciaran McAuley Mashup)","Inspectrum","August 05, 2021",1028
6,"Miroslav Vrlík","Climax (Steve Allen Remix)","Full On 140","August 05, 2021",1028
7,"Future Favorite: Armin van Buuren vs. Rank 1","The Greater Light To Rule The Night","ASOT","August 05, 2021",1028
8,"Richard Durand","Off The Grid","Itwt","August 05, 2021",1028
9,"Ciaran McAuley","Tears Don't Mean You're Losing","FSOE","August 05, 2021",1028
10,"Dennis Sheperd & Eke","Playing With Fire (Alex Di Stefano Remix)","Black Hole","August 05, 2021",1028
11,"Trending Track: Armin van Buuren & Jorn van Deynhoven","Lost In Space","ASOT","August 05, 2021",1028
12,"Paul Denton","Stomp","Who's Afraid Of 138","August 05, 2021",1028
13,"Allen Watts & Kinetica","Vertigo","Who's Afraid Of 138","August 05, 2021",1028
14,"M6 & ReOrder","Crash","Who's Afraid Of 138","August 05, 2021",1028
15,"David Forbes","Isolate","Who's Afraid Of 138","August 05, 2021",1028
16,"Service For Dreamers: Armin van Buuren pres. Rising Star ft. Fiora","Just As You Are","Armind","August 05, 2021",1028
17,"Tritonal ft. Cristina Soto","Piercing Quiet","Flashover","August 05, 2021",1028
18,"Lemon & Einar K","Anticipation","Flashover","August 05, 2021",1028
19,"Arksun & Hodel","Eternity","Flashover Trance","August 05, 2021",1028
20,"Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream (Ben Gold Remix)","Flashover","August 05, 2021",1028
21,"Ferry Corsten & Ciaran McAuley","Mo Chara","Flashover","August 05, 2021",1028
22,"Alex Byrka & Van Yorge","Caribbean Breeze","Flashover Trance","August 05, 2021",1028
23,"Vinny DeGeorge","Seascape","Alter Ego","August 05, 2021",1028
24,"Claus Backslash","Absolute Delusion","Flashover Trance","August 05, 2021",1028
25,"SPY & Mhammed El Alami","Australia","n/a","August 05, 2021",1028
1,"System F","Dance Valley Theme 2001","Tsunami","August 12, 2021",1029
2,"Yoji Biomehanika","A Theme From Banginglobe (System F Remix)","Hellhouse","August 12, 2021",1029
3,"System F ft. Armin van Buuren","Exhale","Tsunami","August 12, 2021",1029
4,"System F","Spaceman","Tsunami","August 12, 2021",1029
5,"System F ft. Saskia Lie","Atjam","n/a","August 12, 2021",1029
6,"System F","Needlejuice","Tsunami Special Blend","August 12, 2021",1029
7,"System F","Elevate","Premier","August 12, 2021",1029
8,"System F","Ignition ( Sequence)","Start!","August 12, 2021",1029
9,"System F","Solstice","Tsunami","August 12, 2021",1029
10,"System F","Adagio For Strings","Wea","August 12, 2021",1029
11,"System F","Out Of The Blue","Tsunami","August 12, 2021",1029
12,"Gouryella","Ligaya","Tsunami","August 12, 2021",1029
13,"Gouryella","Gouryella","Positiva","August 12, 2021",1029
14,"Binary Finary","1999 (Gouryella Remix)","Positiva","August 12, 2021",1029
15,"Ferry Corsten","Lonely Inside (Ferry Corsten Fix)","Flashover","August 12, 2021",1029
16,"Ferry Corsten pres. Gouryella","Venera (Vee's Theme)","Flashover","August 12, 2021",1029
17,"Gouryella","Orenda","Flashover","August 12, 2021",1029
18,"Gouryella","Walhalla","Tsunami","August 12, 2021",1029
19,"Ferry Corsten pres. Gouryella","Surga","Flashover","August 12, 2021",1029
20,"Gouryella","Tenshi","Tsunami","August 12, 2021",1029
21,"Ferry Corsten pres. Gouryella","Neba","Flashover","August 12, 2021",1029
22,"Ferry Corsten ft. HALIENE","Wherever You Are","Flashover","August 12, 2021",1029
23,"Ferry Corsten pres. Gouryella","Anahera","Flashover","August 12, 2021",1029
1,"Steve Dekay pres. Skender & Stumm","UFO","Vandit","August 19, 2021",1030
2,"Cosmic Gate & Diana Miro","Nothing To Hide","Wake Your Mind","August 19, 2021",1030
3,"Giuseppe Ottaviani & Monika Santucci","With You","Black Hole","August 19, 2021",1030
4,"Francis James","Waterfalls (Giuseppe Ottaviani Touch)","Progressive Vibes","August 19, 2021",1030
5,"Giuseppe Ottaviani","The Wind In Your Face","Black Hole","August 19, 2021",1030
6,"Jordan Tobias ft. Limelight","Angel In Disguise","Go Music","August 19, 2021",1030
7,"Giuseppe Ottaviani","Lumina (Fisical Project Remix)","Go Music","August 19, 2021",1030
8,"Service For Dreamers: Giuseppe Ottaviani","Through Your Eyes","Vandit","August 19, 2021",1030
9,"Key4050","ID","Kearnage","August 19, 2021",1030
10,"Andrea Ribeca","Prisma","Azura Ink","August 19, 2021",1030
11,"Dennis Sheperd & Sarah Russell","When Our Worlds Collide (John O'Callaghan Remix)","Black Hole","August 19, 2021",1030
12,"Bryan Kearney","Euphoric Recall","FSOE","August 19, 2021",1030
13,"Factor B","ID","Theatre Of The Mind","August 19, 2021",1030
14,"Paipy","Run","Go Music","August 19, 2021",1030
15,"Haikal Ahmad","Sound Of Silence","Afterdark","August 19, 2021",1030
16,"Ruben de Ronde & That Girl","Lose Yourself (Huem Remix)","Statement!","August 19, 2021",1030
17,"Armin van Buuren & Giuseppe Ottaviani","Magico","ASOT","August 19, 2021",1030
1,"Morgan Page & Gian Varela ft. Fagin","Lost (Gareth Emery Remix)","Armada","August 26, 2021",1031
2,"Progressive Pick: Cubicore","Holding On","Armind","August 26, 2021",1031
3,"Tom Staar & AVIRA & Jem Cooke","Gravity (Fabrication Remix)","Armada","August 26, 2021",1031
4,"Tasadi","Sirena","In My Opinion","August 26, 2021",1031
5,"Above & Beyond & Justine Suissa","Almost Home (Above & Beyond Club Mix)","Anjunabeats","August 26, 2021",1031
6,"Andrew Rayel Pres. AETHER","Ascendit Ad Paradisum","Find Your Harmony","August 26, 2021",1031
7,"Cosmic Gate","Vertigo","Black Hole","August 26, 2021",1031
8,"Shapov & NERAK","Vetra","Armind","August 26, 2021",1031
9,"Fergie","Man From Athens","Armind","August 26, 2021",1031
10,"Tune Of The Week: Armin van Buuren & Timmy Trumpet","Anita","Armada","August 26, 2021",1031
11,"Richard Durand ft. Sarah de Warren","Made Of Stone","Muse Music","August 26, 2021",1031
12,"Giuseppe Ottaviani","Lumina (Fisical Project Remix)","Go Music","August 26, 2021",1031
13,"Temple One","Journey To Agartha","ASOT","August 26, 2021",1031
14,"Future Favorite: Paipy","Run","Go Music","August 26, 2021",1031
15,"Service For Dreamers: Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream","Flashover","August 26, 2021",1031
16,"Sunlounger","Sunsets & Bonfires (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
17,"Sunlounger ft. Susie Ledge","Sail Away (Sunlounger Club Mix)","Fsoe Chill","August 26, 2021",1031
18,"Sunlounger ft. Susie Ledge","All I'm Waiting For (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
19,"Sunlounger ft. Susie Ledge","On The Other Side (Sunlounger Club Mix)","Fsoe Chill","August 26, 2021",1031
20,"Sunlounger","Sunflower Fields (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
21,"Sunlounger ft. Susie Ledge & Inger Hansen","Run (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
22,"Sunlounger ft. Susie Ledge","Don't Stop Me From Falling (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
23,"Sunlounger ft. Susie Ledge & Inger Hansen","OK (Sunlounger Club Mix)","FSOE","August 26, 2021",1031
24,"Philippe El Sisi & Omar Sherif","People Of Tomorrow","FSOE","August 26, 2021",1031
25,"Sunyella & Ula ft. That Girl","Paradise","Ava White","August 26, 2021",1031
26,"MatricK & Gid Sedgwick","Calling Off (Rinaly Remix)","Reaching Altitude","August 26, 2021",1031
27,"Activa","Into Pieces","Pure Trance","August 26, 2021",1031
28,"Visa Seppänen","Night Harmony","Estrella","August 26, 2021",1031
29,"Will Atkinson & Klaus Kaz","Hard Vox Tekk","Victims Helpline","August 26, 2021",1031
1,"Farius & Sue McLaren","Love Is Love","Enhanced Prog","September 02, 2021",1032
2,"Future Favorite: Andrew Rayel Pres. AETHER","Ascendit Ad Paradisum","Find Your Harmony","September 02, 2021",1032
3,"Yoel Lewis & Meital De Razon","Brave (ReOrder Remix)","Find Your Harmony","September 02, 2021",1032
4,"Armin van Buuren & Paul Oakenfold","Sonata","ASOT","September 02, 2021",1032
5,"Armin van Buuren & AVIRA","Sirius","ASOT","September 02, 2021",1032
6,"Armin van Buuren & Push","In The Dark You Shine","ASOT","September 02, 2021",1032
7,"Armin van Buuren & Susana","Home With You","ASOT","September 02, 2021",1032
8,"Tune Of The Week: Armin van Buuren & Aly & Fila ft. Kazi Jay","For All Time","ASOT","September 02, 2021",1032
9,"Armin van Buuren & Jorn van Deynhoven","Lost In Space","ASOT","September 02, 2021",1032
10,"Armin van Buuren vs. Rank 1","The Greater Light To Rule The Night","ASOT","September 02, 2021",1032
11,"Service For Dreamers: Above & Beyond ft. Zoë Johnston","Good For Me (ALPHA 9 Remix)","Anjunabeats","September 02, 2021",1032
12,"DT8 Project","Forever","Enhanced Prog","September 02, 2021",1032
13,"Ruben de Ronde & That Girl","Lose Yourself (Scorz Remix)","Statement!","September 02, 2021",1032
14,"Incognet","I Will Be Right There","Flashover","September 02, 2021",1032
15,"ReOrder Presents Rrdr","Drifting South","ASOT","September 02, 2021",1032
16,"Genix","Libre","Anjunabeats","September 02, 2021",1032
17,"SOLR & Sarah de Warren","Who We Are","Enhanced","September 02, 2021",1032
18,"Ferry Corsten ft. Lovlee","Poison","Flashover","September 02, 2021",1032
19,"Super8 & Tab ft. Jan Burton","Empire (Elevven Remix)","Anjunabeats","September 02, 2021",1032
20,"Luminn & Natalie Gioia","Shapeshifters","Statement!","September 02, 2021",1032
21,"Tritonal ft. Cristina Soto","Everafter (Cubicore Remix)","Enhanced","September 02, 2021",1032
22,"Axis","Savanna","Enhanced Prog","September 02, 2021",1032
23,"Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream (Ben Gold Remix)","Flashover","September 02, 2021",1032
1,"Tune Of The Week: Armin van Buuren & Davina Michelle","Hold On","Armada","September 09, 2021",1033
2,"Super8 & Tab & ANG ft. MRKTS","Asylum","Armind","September 09, 2021",1033
3,"Grum","Sparkles","Anjunabeats","September 09, 2021",1033
4,"AVIRA & Kiko Franco ft. Nathan Nicholson","Ocean","Armada","September 09, 2021",1033
5,"GXD & Elle Vee","Best Of You","ASOT","September 09, 2021",1033
6,"Progressive Pick: Tom Staar","Not Over Yet","Armada","September 09, 2021",1033
7,"Trending Track: Armin van Buuren & Paul Oakenfold","Sonata","ASOT","September 09, 2021",1033
8,"Richard Durand & Christina Novelli","My Guiding Light","Muse Music","September 09, 2021",1033
